lead_id,source,industry,company_size,job_title_seniority,email_opens_30d,site_visits_30d,avg_pages_per_visit,demo_requested,budget_confirmed,days_to_first_response,converted
LEAD-00317,Cold outbound,SaaS,51-200,Manager,5,6,1.4,0,0,5.9,0
LEAD-00318,Cold outbound,Education,201-1000,Manager,5,1,2.3,1,0,3.8,0
LEAD-00319,Webinar,Education,51-200,IC,5,0,0.6,0,0,0.9,0
LEAD-00320,Website form,Retail,1-10,IC,3,4,0.3,1,1,0.8,0
LEAD-00321,Cold outbound,Retail,11-50,Director,2,4,4.5,1,0,0.1,1
LEAD-00322,Website form,Manufacturing,11-50,Manager,2,3,1.4,0,0,18.0,0
LEAD-00323,Website form,Retail,1-10,Manager,4,4,5.7,0,0,1.4,1
LEAD-00324,Paid ad,Healthcare,201-1000,Director,4,5,1.1,0,0,9.2,0
LEAD-00325,Content download,Healthcare,51-200,Manager,3,6,1.4,0,0,0.6,0
LEAD-00326,Paid ad,Education,51-200,IC,2,1,4.4,0,0,0.1,0
LEAD-00327,Website form,Education,1-10,Manager,1,4,5.4,0,0,0.6,0
LEAD-00328,Cold outbound,Healthcare,11-50,Manager,6,3,1.4,0,0,2.8,0
LEAD-00329,Website form,Manufacturing,1-10,IC,2,6,0.8,0,1,2.1,0
LEAD-00330,Website form,Retail,11-50,IC,3,4,2.2,0,0,1.2,0
LEAD-00331,Cold outbound,Education,51-200,Director,6,5,0.6,0,1,1.0,0
LEAD-00332,Content download,Healthcare,1-10,Director,4,7,3.6,0,0,5.2,0
LEAD-00333,Referral,Education,51-200,Manager,4,4,1.6,0,0,0.5,0
LEAD-00334,Content download,Manufacturing,1-10,VP/C-level,4,1,0.8,0,0,11.3,0
LEAD-00335,Content download,Healthcare,51-200,VP/C-level,5,11,2.0,1,0,0.5,1
LEAD-00336,Referral,Finance,1-10,Director,2,3,0.9,1,1,2.8,0
LEAD-00337,Webinar,Manufacturing,201-1000,Director,2,6,3.7,0,0,0.1,0
LEAD-00338,Webinar,Retail,1-10,Manager,6,4,0.1,0,0,3.1,0
LEAD-00339,Webinar,SaaS,1-10,IC,5,1,0.5,0,0,0.8,0
LEAD-00340,Cold outbound,Retail,51-200,Manager,0,3,2.6,0,1,5.3,0
LEAD-00341,Content download,Education,11-50,IC,4,3,1.5,0,0,0.2,0
LEAD-00342,Cold outbound,Finance,1-10,Manager,3,4,0.3,0,1,5.5,0
LEAD-00343,Referral,SaaS,1-10,Director,2,5,1.4,0,0,5.9,1
LEAD-00344,Referral,Manufacturing,11-50,Director,1,7,2.3,0,0,1.5,1
LEAD-00345,Cold outbound,Healthcare,11-50,Manager,2,7,2.1,0,1,0.1,0
LEAD-00346,Paid ad,SaaS,201-1000,Director,1,2,1.9,0,1,5.0,0
LEAD-00347,Website form,Education,51-200,IC,3,2,1.2,0,1,10.1,0
LEAD-00348,Cold outbound,Finance,11-50,IC,3,8,1.0,0,0,6.5,0
LEAD-00349,Cold outbound,Education,51-200,Director,6,5,0.6,0,1,9.5,0
LEAD-00350,Website form,Education,1-10,Manager,2,4,2.4,0,0,7.0,0
LEAD-00351,Content download,Healthcare,11-50,Manager,5,3,6.6,0,0,0.1,0
LEAD-00352,Website form,Finance,51-200,Manager,2,4,4.1,1,0,2.3,0
LEAD-00353,Cold outbound,Manufacturing,201-1000,IC,4,4,2.1,0,0,0.5,0
LEAD-00354,Content download,Manufacturing,1-10,Director,4,5,1.9,0,0,5.0,0
LEAD-00355,Referral,Retail,11-50,IC,1,5,1.4,0,0,0.1,0
LEAD-00356,Webinar,Finance,51-200,VP/C-level,1,3,1.9,0,0,3.7,0
LEAD-00357,Webinar,Healthcare,1-10,IC,2,6,2.9,0,0,6.7,0
LEAD-00358,Cold outbound,Education,11-50,IC,2,3,1.5,0,1,2.8,0
LEAD-00359,Website form,Retail,1-10,IC,3,4,4.7,0,0,3.6,0
LEAD-00360,Paid ad,Education,201-1000,IC,4,4,1.5,0,0,8.8,0
LEAD-00361,Content download,Education,1-10,Director,1,7,2.9,0,0,2.5,0
LEAD-00362,Paid ad,Manufacturing,51-200,Manager,6,2,4.4,1,0,0.9,1
LEAD-00363,Content download,Manufacturing,1-10,Director,10,3,1.3,0,0,0.6,0
LEAD-00364,Referral,Education,1-10,Director,2,4,7.0,0,0,2.4,0
LEAD-00365,Content download,Retail,201-1000,IC,2,8,1.3,0,0,0.5,0
LEAD-00366,Website form,Healthcare,1-10,Manager,3,2,9.2,0,0,0.9,0
LEAD-00367,Website form,Education,51-200,IC,0,3,1.3,0,1,0.6,0
LEAD-00368,Paid ad,Healthcare,1-10,Director,2,2,1.9,0,0,6.1,0
LEAD-00369,Website form,Healthcare,201-1000,IC,2,2,4.6,0,0,0.8,0
LEAD-00370,Paid ad,Manufacturing,11-50,Manager,6,4,3.6,0,0,0.4,1
LEAD-00371,Referral,Education,11-50,Manager,9,5,4.6,0,0,0.6,1
LEAD-00372,Cold outbound,Retail,51-200,IC,0,2,1.7,0,0,4.9,0
LEAD-00373,Website form,Retail,1-10,IC,4,2,4.2,0,0,1.5,0
LEAD-00374,Webinar,Retail,11-50,IC,3,3,1.5,1,0,15.9,0
LEAD-00375,Website form,Education,201-1000,Manager,2,5,2.0,1,1,1.8,1
LEAD-00376,Website form,SaaS,1-10,Manager,4,4,1.4,1,0,0.5,0
LEAD-00377,Website form,Retail,11-50,IC,4,0,1.9,1,0,0.9,1
LEAD-00378,Cold outbound,Finance,201-1000,Manager,1,4,2.0,0,0,0.5,0
LEAD-00379,Website form,Education,51-200,IC,3,3,3.1,0,0,7.9,0
LEAD-00380,Cold outbound,Finance,201-1000,Director,2,5,1.1,0,0,0.1,0
LEAD-00381,Website form,Healthcare,11-50,IC,2,1,1.2,0,0,1.1,0
LEAD-00382,Content download,Finance,51-200,Manager,4,3,3.4,0,0,1.3,0
LEAD-00383,Webinar,SaaS,1-10,IC,1,5,3.9,0,0,12.1,0
LEAD-00384,Cold outbound,Retail,201-1000,Manager,2,5,1.5,0,0,0.8,0
LEAD-00385,Webinar,Healthcare,11-50,Director,4,4,2.3,0,0,3.2,0
LEAD-00386,Referral,Manufacturing,11-50,IC,2,5,5.3,0,0,2.4,0
LEAD-00387,Webinar,SaaS,11-50,Manager,2,4,4.1,0,0,1.2,0
LEAD-00388,Website form,Healthcare,11-50,Director,2,7,1.6,0,1,1.5,1
LEAD-00389,Content download,Education,1000+,Manager,0,7,4.4,0,0,0.0,0
LEAD-00390,Content download,Education,51-200,Manager,6,5,1.6,1,0,5.1,0
LEAD-00391,Paid ad,Education,11-50,Manager,2,5,1.1,0,0,11.2,0
LEAD-00392,Website form,Manufacturing,1-10,IC,2,2,0.2,1,0,1.5,1
LEAD-00393,Content download,Education,51-200,VP/C-level,2,3,1.2,0,0,2.4,1
LEAD-00394,Content download,SaaS,51-200,Manager,4,2,0.8,1,0,5.3,0
LEAD-00395,Referral,Manufacturing,201-1000,Manager,7,2,1.9,0,0,6.9,0
LEAD-00396,Referral,SaaS,11-50,Manager,1,4,10.5,0,0,0.8,0
LEAD-00397,Website form,Healthcare,11-50,IC,4,3,5.4,0,0,1.0,0
LEAD-00398,Cold outbound,Healthcare,51-200,IC,5,6,2.3,0,0,16.8,1
LEAD-00399,Content download,SaaS,1-10,Director,5,2,2.3,0,0,0.9,0
LEAD-00400,Content download,Manufacturing,1-10,Manager,3,5,4.5,1,0,2.0,0
LEAD-00401,Webinar,Manufacturing,11-50,IC,3,6,1.2,0,0,2.4,0
LEAD-00402,Cold outbound,Finance,51-200,Manager,3,6,2.3,0,0,0.3,0
LEAD-00403,Content download,Healthcare,1000+,IC,5,4,3.7,0,1,0.2,0
LEAD-00404,Website form,Manufacturing,1-10,Manager,1,3,3.7,1,0,1.5,0
LEAD-00405,Content download,Retail,201-1000,IC,2,2,4.9,0,1,5.6,0
LEAD-00406,Website form,Healthcare,11-50,IC,2,3,2.1,1,0,2.7,1
LEAD-00407,Webinar,Healthcare,1-10,Manager,4,3,1.5,1,0,1.2,0
LEAD-00408,Referral,SaaS,11-50,IC,1,4,1.0,1,0,1.7,0
LEAD-00409,Content download,Finance,11-50,IC,2,4,7.1,0,0,1.2,0
LEAD-00410,Website form,Healthcare,11-50,IC,6,3,1.5,0,0,3.2,0
LEAD-00411,Paid ad,Manufacturing,11-50,IC,2,2,1.4,1,0,4.1,0
LEAD-00412,Website form,Healthcare,51-200,IC,3,5,0.1,0,0,0.8,0
LEAD-00413,Cold outbound,Finance,11-50,VP/C-level,2,5,1.5,0,0,1.3,0
LEAD-00414,Website form,Education,1000+,VP/C-level,5,3,2.1,0,0,1.3,0
LEAD-00415,Webinar,Education,1-10,Manager,1,1,4.4,0,0,2.4,0
LEAD-00416,Content download,Healthcare,1-10,IC,3,2,2.6,0,0,1.1,0
LEAD-00417,Cold outbound,Finance,11-50,Manager,4,6,0.9,0,1,8.6,0
LEAD-00418,Cold outbound,Education,51-200,Manager,2,2,1.5,0,0,2.0,0
LEAD-00419,Paid ad,Healthcare,11-50,IC,0,5,2.6,1,0,1.5,0
LEAD-00420,Referral,Finance,1-10,Director,6,9,3.1,0,0,5.0,0
LEAD-00421,Website form,Manufacturing,11-50,IC,2,3,6.3,0,0,6.4,0
LEAD-00422,Referral,Retail,201-1000,IC,6,2,3.8,0,0,5.4,0
LEAD-00423,Website form,Healthcare,11-50,Director,2,8,4.1,1,0,12.7,0
LEAD-00424,Content download,Finance,51-200,IC,4,3,1.0,0,0,2.5,0
LEAD-00425,Cold outbound,Manufacturing,11-50,VP/C-level,5,8,2.9,1,1,12.7,1
LEAD-00426,Paid ad,Education,51-200,Manager,2,3,2.4,1,0,0.4,0
LEAD-00427,Referral,Healthcare,51-200,Director,2,4,3.5,0,0,0.7,0
LEAD-00428,Website form,Manufacturing,1-10,IC,3,3,4.3,0,0,1.0,0
LEAD-00429,Content download,Education,1000+,Director,3,3,3.5,0,1,0.9,0
LEAD-00430,Cold outbound,Healthcare,11-50,Director,3,4,3.7,0,0,0.1,0
LEAD-00431,Website form,Healthcare,11-50,Director,4,7,0.9,0,0,3.1,0
LEAD-00432,Website form,SaaS,11-50,Manager,2,4,1.0,1,0,4.5,0
LEAD-00433,Paid ad,Manufacturing,51-200,Director,2,3,1.5,1,0,4.7,1
LEAD-00434,Webinar,Healthcare,11-50,IC,2,5,0.9,0,0,5.3,0
LEAD-00435,Cold outbound,SaaS,51-200,Manager,3,6,1.2,1,0,2.7,0
LEAD-00436,Website form,Retail,1-10,IC,3,3,0.6,0,1,0.7,0
LEAD-00437,Referral,Manufacturing,1-10,Manager,3,3,1.6,0,1,7.9,0
LEAD-00438,Website form,SaaS,11-50,IC,3,5,1.0,0,0,3.3,0
LEAD-00439,Paid ad,SaaS,1-10,IC,4,0,0.4,0,0,3.3,1
LEAD-00440,Cold outbound,Manufacturing,1-10,IC,3,2,1.2,1,0,1.2,0
LEAD-00441,Content download,SaaS,51-200,Manager,2,9,2.1,0,0,2.9,0
LEAD-00442,Webinar,Education,1-10,IC,4,6,5.1,0,0,2.5,0
LEAD-00443,Cold outbound,SaaS,51-200,Manager,6,4,4.2,0,0,1.0,0
LEAD-00444,Paid ad,Finance,201-1000,VP/C-level,7,5,1.4,0,0,1.9,0
LEAD-00445,Cold outbound,Manufacturing,201-1000,Manager,1,5,6.0,1,0,3.2,0
LEAD-00446,Cold outbound,Education,1-10,VP/C-level,7,6,0.4,1,1,1.1,1
LEAD-00447,Webinar,Education,11-50,IC,4,4,4.6,1,0,2.8,0
LEAD-00448,Referral,Education,11-50,Director,1,3,1.5,0,0,0.3,0
LEAD-00449,Referral,Retail,11-50,Director,3,5,1.2,0,0,1.8,0
LEAD-00450,Cold outbound,Retail,11-50,Director,2,3,1.7,0,1,2.7,1
LEAD-00451,Website form,Manufacturing,1000+,IC,5,2,2.5,0,0,6.5,0
LEAD-00452,Cold outbound,Retail,1-10,Manager,0,4,1.3,0,0,3.6,0
LEAD-00453,Webinar,Manufacturing,201-1000,Manager,4,6,0.7,1,0,1.3,0
LEAD-00454,Paid ad,Retail,51-200,Manager,5,1,1.5,0,0,3.8,0
LEAD-00455,Website form,SaaS,1-10,Director,7,2,5.8,0,1,6.8,1
LEAD-00456,Website form,Manufacturing,11-50,Manager,4,1,1.6,1,0,3.0,0
LEAD-00457,Cold outbound,Healthcare,11-50,Manager,1,4,3.2,0,0,0.3,0
LEAD-00458,Paid ad,Manufacturing,201-1000,IC,3,1,1.2,1,0,0.6,0
LEAD-00459,Content download,SaaS,1-10,Manager,1,1,1.2,0,0,1.2,0
LEAD-00460,Website form,SaaS,201-1000,Manager,4,3,2.8,0,0,3.3,0
LEAD-00461,Cold outbound,SaaS,1-10,Director,2,6,2.6,0,0,0.5,0
LEAD-00462,Content download,Retail,1-10,Manager,3,7,3.4,1,1,7.0,1
LEAD-00463,Website form,Finance,1-10,IC,1,5,9.1,1,0,1.2,0
LEAD-00464,Cold outbound,Retail,1000+,IC,2,3,2.0,0,0,5.0,0
LEAD-00465,Content download,Education,1000+,Manager,4,4,1.3,1,0,1.8,1
LEAD-00466,Website form,Education,11-50,Director,2,5,2.3,0,1,0.7,0
LEAD-00467,Cold outbound,SaaS,51-200,IC,4,2,1.0,1,0,0.5,0
LEAD-00468,Website form,Retail,1-10,Director,1,7,7.3,0,0,0.7,0
LEAD-00469,Website form,SaaS,11-50,IC,1,2,0.6,0,0,13.2,1
LEAD-00470,Content download,Manufacturing,11-50,Director,2,2,5.2,0,0,0.2,0
LEAD-00471,Cold outbound,Manufacturing,11-50,IC,2,7,2.6,0,0,1.9,0
LEAD-00472,Website form,Healthcare,11-50,Manager,4,5,1.8,0,0,1.8,0
LEAD-00473,Cold outbound,Manufacturing,51-200,Manager,4,2,6.0,0,0,9.0,0
LEAD-00474,Cold outbound,SaaS,11-50,Manager,5,1,4.6,1,0,6.9,1
LEAD-00475,Cold outbound,Healthcare,11-50,Director,1,4,1.4,0,0,3.5,1
LEAD-00476,Website form,Manufacturing,11-50,VP/C-level,3,4,2.9,1,0,1.8,1
LEAD-00477,Website form,Retail,11-50,IC,4,10,2.0,1,0,3.5,1
LEAD-00478,Webinar,Healthcare,11-50,Manager,3,2,3.5,0,0,2.3,0
LEAD-00479,Webinar,SaaS,51-200,IC,4,5,5.7,0,0,3.2,0
LEAD-00480,Cold outbound,SaaS,51-200,IC,1,4,1.0,0,0,10.6,0
LEAD-00481,Paid ad,Finance,1-10,IC,2,2,1.5,0,0,1.6,0
LEAD-00482,Website form,Manufacturing,51-200,Manager,4,2,4.1,0,0,1.1,0
LEAD-00483,Content download,Retail,1-10,Manager,6,4,0.1,0,1,3.1,0
LEAD-00484,Cold outbound,Finance,51-200,IC,2,6,6.2,0,1,0.5,0
LEAD-00485,Referral,Finance,51-200,Manager,5,6,3.2,1,0,2.2,0
LEAD-00486,Content download,Manufacturing,51-200,Manager,2,2,1.9,1,0,0.9,0
LEAD-00487,Website form,SaaS,51-200,VP/C-level,6,2,0.2,0,0,2.3,0
LEAD-00488,Content download,Finance,11-50,IC,4,3,2.4,0,0,1.9,0
LEAD-00489,Website form,Manufacturing,1000+,IC,4,6,1.8,0,1,1.4,0
LEAD-00490,Referral,Retail,201-1000,Director,1,4,7.3,0,0,1.0,0
LEAD-00491,Referral,Finance,11-50,VP/C-level,3,1,0.9,0,0,0.1,0
LEAD-00492,Website form,Healthcare,11-50,Manager,4,3,3.2,1,0,2.0,1
LEAD-00493,Referral,Education,201-1000,Manager,2,6,1.1,0,0,1.9,1
LEAD-00494,Cold outbound,Education,11-50,Director,5,5,3.9,0,0,2.8,1
LEAD-00495,Referral,Retail,1-10,IC,4,4,6.6,0,0,1.0,0
LEAD-00496,Webinar,Retail,11-50,IC,3,4,2.3,0,1,3.7,0
LEAD-00497,Cold outbound,Education,1-10,Director,4,4,5.5,0,0,3.6,0
LEAD-00498,Paid ad,Manufacturing,11-50,IC,7,3,4.0,1,1,1.0,0
LEAD-00499,Referral,Retail,1-10,Manager,2,2,0.3,1,0,0.1,0
LEAD-00500,Website form,Finance,1-10,IC,3,3,2.9,0,0,0.1,0
LEAD-00501,Cold outbound,Manufacturing,51-200,Director,2,5,0.4,0,0,4.2,0
LEAD-00502,Content download,Manufacturing,11-50,Manager,2,5,1.4,0,0,0.1,0
LEAD-00503,Cold outbound,Retail,1000+,Manager,3,5,1.9,1,1,1.5,1
LEAD-00504,Website form,Manufacturing,51-200,IC,6,5,2.0,0,0,9.7,0
LEAD-00505,Webinar,Manufacturing,11-50,VP/C-level,4,3,1.1,1,0,0.6,0
LEAD-00506,Content download,Retail,1-10,VP/C-level,1,4,1.4,0,0,2.4,0
LEAD-00507,Website form,Manufacturing,1-10,Manager,2,8,4.5,0,0,0.5,0
LEAD-00508,Cold outbound,Education,11-50,Director,2,3,3.8,1,0,0.9,0
LEAD-00509,Paid ad,Healthcare,11-50,Manager,1,1,2.2,1,0,0.9,1
LEAD-00510,Content download,Manufacturing,1-10,Director,2,4,5.6,0,0,0.4,1
LEAD-00511,Website form,Finance,11-50,IC,0,1,1.4,0,0,1.4,0
LEAD-00512,Content download,Manufacturing,1-10,IC,2,6,0.4,0,0,0.8,0
LEAD-00513,Website form,Education,1-10,Manager,0,4,3.9,0,0,0.9,0
LEAD-00514,Paid ad,Finance,1-10,IC,5,2,1.0,1,0,1.5,0
LEAD-00515,Cold outbound,Manufacturing,1-10,Manager,2,7,7.4,0,0,3.1,0
LEAD-00516,Website form,Finance,51-200,Director,6,3,1.9,0,0,1.3,1
LEAD-00517,Website form,Finance,1-10,Director,2,4,6.5,0,0,1.2,0
LEAD-00518,Webinar,Education,51-200,Manager,3,2,3.3,1,0,1.5,0
LEAD-00519,Cold outbound,SaaS,11-50,IC,4,6,3.4,0,0,6.5,0
LEAD-00520,Website form,Healthcare,11-50,IC,1,3,1.9,0,1,4.6,0
LEAD-00521,Website form,Education,1000+,Manager,2,7,2.2,0,0,1.9,0
LEAD-00522,Content download,SaaS,201-1000,Director,3,2,0.8,1,0,0.2,0
LEAD-00523,Webinar,SaaS,1-10,Director,4,2,4.1,0,0,0.1,0
LEAD-00524,Webinar,Manufacturing,11-50,Manager,2,4,2.6,1,0,2.4,0
LEAD-00525,Referral,Retail,11-50,IC,1,1,5.6,0,0,2.3,1
LEAD-00526,Webinar,Healthcare,11-50,Manager,1,4,0.8,0,1,0.3,1
LEAD-00527,Website form,Finance,11-50,IC,1,9,0.9,0,0,12.4,0
LEAD-00528,Website form,Education,1000+,Director,3,3,1.6,1,0,1.9,1
LEAD-00529,Referral,SaaS,11-50,Manager,5,4,2.4,0,0,3.8,0
LEAD-00530,Webinar,Healthcare,201-1000,Manager,5,5,2.2,0,0,6.5,0
LEAD-00531,Paid ad,Healthcare,11-50,Manager,2,3,1.6,0,0,2.1,0
LEAD-00532,Referral,Retail,51-200,IC,1,8,1.6,1,0,0.5,0
LEAD-00533,Webinar,SaaS,11-50,Manager,5,4,2.0,0,1,3.9,0
LEAD-00534,Website form,Education,51-200,IC,5,6,5.3,0,0,0.2,1
LEAD-00535,Cold outbound,SaaS,1-10,Manager,3,8,2.9,0,0,0.5,0
LEAD-00536,Cold outbound,Education,1-10,IC,0,3,2.9,1,0,4.4,0
LEAD-00537,Content download,Education,51-200,VP/C-level,5,3,1.0,0,0,2.8,0
LEAD-00538,Content download,Retail,201-1000,Manager,4,5,3.4,0,0,1.5,0
LEAD-00539,Cold outbound,Healthcare,1-10,Manager,8,4,3.6,1,1,2.4,1
LEAD-00540,Website form,Manufacturing,201-1000,Director,3,6,2.0,1,0,2.9,0
LEAD-00541,Website form,Retail,11-50,IC,8,3,1.5,0,0,0.1,1
LEAD-00542,Website form,SaaS,1-10,Manager,4,4,3.4,0,0,2.3,0
LEAD-00543,Paid ad,SaaS,1-10,Manager,2,2,1.4,1,0,9.6,0
LEAD-00544,Webinar,Healthcare,1-10,Manager,1,4,1.2,0,1,3.8,0
LEAD-00545,Content download,Manufacturing,11-50,IC,3,3,4.1,0,0,2.8,0
LEAD-00546,Referral,Retail,1000+,Manager,1,4,2.2,0,0,2.4,1
LEAD-00547,Website form,Healthcare,11-50,Manager,2,6,4.0,1,0,0.8,1
LEAD-00548,Cold outbound,SaaS,51-200,Director,5,5,2.8,0,0,0.1,0
LEAD-00549,Paid ad,Education,11-50,Director,2,2,2.2,0,0,2.7,0
LEAD-00550,Cold outbound,Healthcare,1-10,Director,1,3,1.5,0,0,0.0,0
LEAD-00551,Website form,Retail,1000+,Manager,5,4,1.6,0,0,0.5,0
LEAD-00552,Referral,Education,201-1000,IC,3,2,0.8,0,0,2.1,0
LEAD-00553,Website form,Finance,1-10,IC,4,6,0.7,1,1,6.7,0
LEAD-00554,Cold outbound,Education,1-10,Manager,1,2,2.1,0,0,5.5,0
LEAD-00555,Website form,SaaS,11-50,IC,2,3,7.3,0,1,0.1,0
LEAD-00556,Website form,Healthcare,51-200,Manager,7,4,4.8,0,0,7.5,0
LEAD-00557,Website form,Manufacturing,11-50,VP/C-level,3,0,3.0,0,0,0.8,0
LEAD-00558,Webinar,Education,1-10,Director,1,3,1.1,0,0,5.4,0
LEAD-00559,Webinar,Healthcare,1-10,Manager,6,4,6.1,1,0,1.5,0
LEAD-00560,Website form,Healthcare,11-50,IC,5,3,1.7,0,0,0.8,0
LEAD-00561,Cold outbound,Retail,201-1000,Manager,1,3,0.7,0,0,10.6,0
LEAD-00562,Paid ad,Retail,1-10,IC,3,5,1.8,0,1,4.7,0
LEAD-00563,Paid ad,Healthcare,51-200,IC,3,2,1.0,0,0,6.3,0
LEAD-00564,Website form,Retail,51-200,Manager,3,1,1.2,0,1,2.8,1
LEAD-00565,Cold outbound,SaaS,11-50,Manager,4,4,3.3,1,0,0.4,0
LEAD-00566,Cold outbound,Finance,11-50,Manager,2,6,5.0,0,1,1.8,1
LEAD-00567,Website form,Education,1-10,Manager,2,1,1.6,0,0,3.4,0
LEAD-00568,Webinar,Healthcare,11-50,Manager,0,8,3.4,0,0,0.8,0
LEAD-00569,Cold outbound,Finance,51-200,IC,1,1,5.2,0,0,3.1,0
LEAD-00570,Cold outbound,Education,11-50,VP/C-level,1,3,1.5,1,0,1.3,0
LEAD-00571,Cold outbound,SaaS,11-50,Manager,3,7,0.7,0,1,7.9,0
LEAD-00572,Content download,Healthcare,51-200,VP/C-level,4,5,5.3,1,0,1.8,1
LEAD-00573,Content download,Manufacturing,1-10,Manager,4,3,2.5,0,0,0.1,1
LEAD-00574,Referral,Education,11-50,Manager,2,6,1.1,1,1,0.2,0
LEAD-00575,Cold outbound,Healthcare,1-10,IC,6,3,2.1,0,0,2.9,0
LEAD-00576,Webinar,Manufacturing,1-10,IC,2,3,1.9,1,1,3.1,1
LEAD-00577,Webinar,Finance,11-50,IC,2,8,0.7,1,0,0.6,0
LEAD-00578,Referral,Manufacturing,1-10,Director,2,4,1.0,0,0,5.6,0
LEAD-00579,Website form,Manufacturing,11-50,Manager,3,6,2.3,0,0,6.3,0
LEAD-00580,Webinar,Education,51-200,IC,2,2,2.0,0,0,1.9,0
LEAD-00581,Cold outbound,Education,1-10,VP/C-level,6,4,1.0,1,1,14.1,1
LEAD-00582,Cold outbound,Manufacturing,1-10,IC,1,7,1.4,0,1,8.6,0
LEAD-00583,Paid ad,Finance,201-1000,Manager,4,3,5.4,1,0,5.7,0
LEAD-00584,Website form,Healthcare,201-1000,IC,4,5,1.1,0,0,3.2,0
LEAD-00585,Cold outbound,Healthcare,11-50,Director,4,3,3.5,0,0,2.4,0
LEAD-00586,Website form,Manufacturing,201-1000,Manager,0,5,1.5,0,0,0.2,0
LEAD-00587,Referral,Retail,1-10,IC,1,1,0.8,0,1,1.6,0
LEAD-00588,Cold outbound,Manufacturing,1-10,VP/C-level,3,2,2.6,0,0,4.1,0
LEAD-00589,Webinar,Manufacturing,51-200,Manager,4,5,1.0,0,0,2.4,0
LEAD-00590,Cold outbound,Retail,1-10,IC,3,3,3.5,1,0,3.7,0
LEAD-00591,Cold outbound,Finance,11-50,IC,4,1,1.5,0,0,0.7,0
LEAD-00592,Content download,Retail,51-200,Manager,2,3,3.0,0,0,2.0,0
LEAD-00593,Cold outbound,Finance,1-10,Director,3,4,4.5,1,0,1.4,0
LEAD-00594,Content download,Retail,1-10,Manager,6,8,2.3,1,0,1.9,0
LEAD-00595,Cold outbound,Education,201-1000,IC,1,2,2.2,0,0,7.3,0
LEAD-00596,Content download,Retail,11-50,IC,3,0,2.5,1,0,1.2,0
LEAD-00597,Webinar,Finance,1-10,IC,4,4,1.6,0,0,1.2,0
LEAD-00598,Referral,Education,11-50,Manager,3,1,2.5,1,0,5.1,0
LEAD-00599,Paid ad,Finance,201-1000,IC,0,2,6.2,1,0,1.7,0
LEAD-00600,Cold outbound,Finance,11-50,Manager,2,7,1.0,0,0,13.2,0
LEAD-00601,Content download,Manufacturing,11-50,Director,2,10,2.2,0,0,4.7,0
LEAD-00602,Website form,Manufacturing,51-200,Director,3,8,3.1,0,0,7.9,0
LEAD-00603,Cold outbound,Manufacturing,1000+,IC,1,2,5.0,0,0,0.6,0
LEAD-00604,Website form,Healthcare,51-200,Manager,6,5,5.8,1,0,1.6,0
LEAD-00605,Cold outbound,SaaS,51-200,IC,1,3,2.3,0,0,0.3,0
LEAD-00606,Paid ad,Finance,1-10,Manager,6,4,7.1,0,0,1.4,0
LEAD-00607,Content download,Healthcare,1-10,IC,3,4,3.6,1,0,0.3,0
LEAD-00608,Cold outbound,Finance,1-10,IC,3,6,2.6,0,0,3.7,0
LEAD-00609,Content download,SaaS,1-10,Manager,2,7,0.6,0,0,2.5,0
LEAD-00610,Cold outbound,SaaS,1-10,Director,3,4,0.7,0,0,0.3,0
LEAD-00611,Website form,Manufacturing,51-200,IC,3,5,0.9,1,0,3.5,0
LEAD-00612,Website form,Retail,1000+,Director,4,7,3.2,0,0,0.7,0
LEAD-00613,Cold outbound,Manufacturing,1-10,IC,2,5,2.2,0,0,3.6,0
LEAD-00614,Webinar,Retail,51-200,IC,5,8,0.3,0,0,0.8,0
LEAD-00615,Referral,SaaS,1000+,IC,6,0,0.6,0,0,0.4,0
LEAD-00616,Cold outbound,Healthcare,201-1000,IC,4,3,4.0,0,0,0.7,0
LEAD-00617,Paid ad,SaaS,1-10,VP/C-level,3,2,3.3,0,0,1.6,0
LEAD-00618,Content download,Manufacturing,11-50,IC,1,3,0.5,0,0,0.8,0
LEAD-00619,Webinar,Education,51-200,IC,3,5,0.5,0,0,1.4,0
LEAD-00620,Content download,Education,1-10,IC,2,2,2.9,0,0,1.1,0
LEAD-00621,Website form,Education,1-10,Director,4,5,0.6,0,0,2.9,0
LEAD-00622,Cold outbound,Retail,51-200,Manager,3,9,5.6,0,0,3.0,0
LEAD-00623,Website form,Healthcare,11-50,IC,3,4,0.8,1,0,14.5,0
LEAD-00624,Cold outbound,SaaS,51-200,IC,4,3,1.5,0,0,1.0,0
LEAD-00625,Website form,SaaS,1-10,Manager,3,4,6.2,0,0,7.9,0
LEAD-00626,Website form,SaaS,1-10,IC,2,3,3.9,0,0,0.6,0
LEAD-00627,Website form,Retail,51-200,IC,1,6,1.6,0,0,4.4,0
LEAD-00628,Website form,Retail,11-50,IC,2,6,4.2,0,1,3.2,1
LEAD-00629,Content download,Manufacturing,11-50,IC,3,6,1.4,1,0,2.7,0
LEAD-00630,Website form,Manufacturing,51-200,Director,2,3,3.5,0,0,0.4,0
LEAD-00631,Content download,Manufacturing,1-10,Director,1,3,1.2,0,0,1.8,1
LEAD-00632,Cold outbound,SaaS,1-10,IC,1,3,0.6,0,0,2.3,0
LEAD-00633,Cold outbound,Education,11-50,IC,3,3,1.6,1,0,11.4,0
LEAD-00634,Content download,Retail,51-200,IC,3,2,7.1,0,0,0.9,1
